Id,Label,URL,Datatype,Uses in statements,Items with such statements,Uses in statements with qualifiers,Uses in qualifiers,Uses in references,Uses in properties,Uses total,Related properties
P910,"topic's main category",http://www.wikidata.org/entity/P910,Item,417471,416481,3,2,11,1,417485,"Freebase identifier@Commons category@locator map image@German municipality key@category for people born here@coat of arms image@category for people who died here@taxonomic type@FIPS 6-4 (US counties)@Austrian municipality key@category of associated people@sister city@dantai code@Dewey Decimal Classification@ISO 3166-2 code@MusicBrainz area ID@deepest point@municipality code (Denmark)@FIPS 5-2 (code for US states)@substitute/deputy/replacement of office/officeholder@oath made by@M.49 code@oxidation state@torch lit by@office held by head of state@electronegativity@Swiss municipality code@drives on the@central bank@official symbol@unemployment rate@Genius artist ID@flattening@Finnish municipality number@inflation rate@UN/LOCODE@NOC Occupation Code@nominal GDP per capita@SBFI occupation code@size of team at finish@Artsy gene@NARA geographic ID@WALS genus code@TERYT municipality code@electric charge@g-factor@InPhO identifier@total expenditure@phase point@net profit@approximation algorithm@MalaCards ID@natural reservoir of@substrate of@ACM Classification Code (2012)@China railway TMIS station code@heat capacity@central government debt as a percent of GDP@NARA topical subject ID@proportion@aftershocks@magnetic moment@Merck Index monograph@elector@total assets@SBC-2010 occupation code@GNS Unique Feature Identifier@Name Assigning Authority Number@SFDb-identifier of group@UNSPSC Code@Roman agnomen@consumption rate@pollenizer@WALS family code@side effect@magnetic ordering@electrical conductivity@gyromagnetic ratio@emissivity@NARA specific records type ID@CNO-11 occupation code@diplomatic relation@mobile country code@ISO 3166-1 alpha-3 code@ISO 3166-1 numeric code@ISO 3166-1 alpha-2 code@nominal GDP@top-level domain@history of topic@IOC country code@executive body@FIPS 10-4 (countries and regions)@ISO 639-5 code@highest judicial authority@topic's main Wikimedia portal@NIS/INS code@country calling code@German district key@CBS municipality code@category for films shot at this location@list of monuments@Human Development Index@coordinate of northernmost point@coordinate of easternmost point@coordinate of southernmost point@coordinate of westernmost point@relief location map@seal description@gini coefficient@surface played on@public holiday@has list@anthem@official language@NUTS code@Code of nomenclature@Swedish county code@highest point@GNIS ID@language regulatory body@equivalent class@flag image@OmegaWiki Defined Meaning@NALT id@UBIGEO code@taxon rank@demonym@parent taxon@taxon name@ISO 3166-3@Dharma Drum Buddhist College place ID@GOST 7.75-97 code@Watson & Dallwitz family ID@office held by head of the organisation@German regional key@shares border with@Italian cadastre code@coat of arms@captain@ISTAT ID@LAU@organisation directed from the office@Ballotpedia ID"
P20,"place of death",http://www.wikidata.org/entity/P20,Item,401686,400558,13140,8029,2,0,409717,"place of birth@date of death@GND identifier@VIAF identifier@LCAuth identifier@ISNI@country of citizenship@SUDOC authorities@date of birth@occupation@given name@BnF identifier@sex or gender@languages spoken or written@award received@NTA identifier (Netherlands)@CERL ID@image@place of burial@Open Library identifier@position held@Find a Grave grave ID@manner of death@NARA person ID@temple name@catholic.ru identifier@image legend@Roman agnomen@index case of@Six Degrees of Francis Bacon ID@stated as@Commons Creator page@cause of death@military casualty classification@Dizionario Biografico degli Italiani@monogram@ULAN identifier@Freebase identifier@Musopen composer ID@conflict@Thyssen-Bornemisza artist id@Nupill Literatura Digital - Author@J. Paul Getty Museum artist id@AGORHA person/institution ID@RSL identifier (person)@SBN identifier@Web Gallery of Art identifier@Léonore ID@NLR (Romania) identifier@MacTutor id (biographies)@BAV (Vatican Library) identifier@Hall of Valor ID@Librivox author ID"
P345,"IMDb identifier",http://www.wikidata.org/entity/P345,String,387146,386876,46,15,19558,0,406719,"director@country of origin@cast member@original language of work@publication date@AlloCiné person ID@screenwriter@producer@AllMovie artist ID@genre@AllMovie movie ID@director of photography@title@composer@place of birth@occupation@AlloCiné movie ID@production company@country of citizenship@SFDb person ID@Rotten Tomatoes identifier@date of birth@sex or gender@MovieMeter director ID@given name@filming location@VIAF identifier@MovieMeter movie ID@film editor@color@Box Office Mojo film ID@FilmAffinity identifier@Internet Broadway Database person ID@narrative location@Metacritic ID@nominated for@Danish National Filmography ID@AlloCiné series ID@Elonet movie ID@Elonet actor ID@MPAA film rating@PORT film ID@Genius artist ID@box office@JMDb film identifier@average shot length@Roman agnomen@personal best@SFDb-identifier of group@Netflix identifier@SFDb movie ID@list of episodes@NMHH film rating@PORT person ID@FSK film rating@Norsk filmografi ID@filmography@soundtrack album@Internet Archive identifier@executive producer@original network@KMDb person ID@narrator@Anime News Network anime ID@duration@Comedien.ch identifier@SFDb-identifier of company@number of seasons@US Federal Election Commission identifier@theme music@aspect ratio@NARA person ID"
P641,"sport",http://www.wikidata.org/entity/P641,Item,386790,384838,153,3106,382,0,390278,"mariscos recios futsal@position played on team / speciality@participant of@occupation@country of citizenship@Freebase identifier@place of birth@date of birth@IAAF ID@Sports Reference ID@Fide ID@Elo rating@Cycling Quotient identifier (cyclist, man)@sex or gender@ESPN SCRUM ID@Chess Games ID@league@given name@general manager@FIFA player code@UCI code@Deutsche Ultramarathon-Vereinigung ID@Cycling Archives ID (race)@ProCyclingStats ID (team)@points/goal scored by@Chess Club ID@Cycling Archives ID (team)@co-driver@number of points/goals scored@size of team at finish@MLSSoccer.com ID@personal best@number of points/goals conceded@Turkish Football Federation manager ID@head coach@sport number@general classification@Power of 10 athlete ID@Cycling Archives ID (cyclist)@participating team@premiershiprugby.com ID@captain@Soccerbase manager id@drafted by@home venue@transfermarkt footballer id@size of team at start@referee@shooting handedness@Cycling Database ID@playing hand@Swiss Football Association Club Number@journey destination@speed@journey origin@UEFA player code@worldfootball.net ID@organizer@number of matches played@ProCyclingStats ID (race)"
P268,"BnF identifier",http://www.wikidata.org/entity/P268,String,345668,344713,189,13,480,0,346161,"SUDOC authorities@ISNI@LCAuth identifier@languages spoken or written@NTA identifier (Netherlands)@GND identifier@VIAF identifier@place of birth@place of death@country of citizenship@date of death@occupation@date of birth@given name@INSEE municipality code@area@Freebase identifier@sex or gender@image@CANTIC@Open Library identifier@Commons category@NUKAT (WarsawU) authorities@NLA (Australia) identifier@educated at@Perlentaucher ID@SELIBR@PTBNP identifier@BAV (Vatican Library) identifier@BNE identifier@KLfG Kritisches Lexikon der fremdsprachigen Gegenwartsliteratur@award received@employer@Debrett's People of Today ID@Genius artist ID@NARA geographic ID@Dharma Drum Buddhist College person ID@net profit@Norway Database for Statistics on Higher education publisher ID@AGORHA event identifier@central government debt as a percent of GDP@Norway Import Service and Registration Authority publisher code@Six Degrees of Francis Bacon ID@street number@C-SPAN identifier of a person@GNS Unique Feature Identifier@Name Assigning Authority Number@SFDb-identifier of group@RePEc Short-ID@Roman agnomen@personal best@magnetic ordering@NARA specific records type ID@NKC identifier@NALT id@People Australia identifier@KLG Kritisches Lexikon der Gegenwartsliteratur@monogram@Musopen composer ID@EGAXA identifier@AllMovie artist ID@MusicBrainz artist ID@SFDb person ID@AGORHA person/institution ID@NLR (Romania) identifier@CTHS person ID@lesarchivesduspectacle ID@KDG Komponisten der Gegenwart@AlloCiné person ID@native language@SBN identifier@oxidation state@J. Paul Getty Museum artist id@coordinate of southernmost point@NILF author id@list of works@Librivox author ID@coordinate of northernmost point@coordinate of westernmost point@coordinate of easternmost point@Munzinger IBA@NLC authorities@NLI (Israel) identifier@highest judicial authority@filmography@NSK identifier@IMSLP ID@Thyssen-Bornemisza artist id@CESAR person ID@Encyclopædia Britannica Online ID@NARA person ID@Munzinger Pop identifier@MovieMeter director ID@CERL ID@ULAN identifier@Human Development Index@Academic Tree ID@NGA artist id@MoMA artist id@MacTutor id (biographies)@drives on the@patron@diplomatic relation@Elonet actor ID@NNDB people ID@Helveticarchives ID@National Library of Ireland authority@student of@notable work@electronegativity@nominal GDP per capita@Scopus Affiliation ID@deepest point@nominal GDP"
P279,"subclass of",http://www.wikidata.org/entity/P279,Item,485656,340689,1240,83,3,4,485746,"found in taxon@Entrez Gene ID@RefSeq RNA ID@Mouse Genome Informatics ID@genomic start@genomic end@gene symbol@UniProt ID@encoded by@chromosome@Ensembl Gene ID@Ensembl Transcript ID@HomoloGene ID@HGNC ID@Ensembl Protein ID@encodes@ortholog@RefSeq Protein ID@biological process@molecular function@cell component@Disease Ontology ID@Gene Atlas Image@PDB ID@IMA status and/or rank@NCI Thesaurus ID@atomic number@Nickel-Strunz 10th (pending) edition@neutron number@Nickel-Strunz 9th edition (updated 2009)@Strunz 8th edition (series ID)@IMA Number, broad sense@decays to@half-life@Dana 8th edition@space group@EC number@has facet polytope@first aid measures@natural abundance@EE breed number@point group@Hornbostel-Sachs classification@element symbol@cleavage@Monte Carlo Particle Number@Guthrie code@Solid solution series with@substitute/deputy/replacement of office/officeholder@Mohs' hardness@streak color@oxidation state@spin quantum number@Hermann-Mauguin notation@playing range image@comment@electronegativity@has superpartner@superpartner of@number of edges@vaccine for@United States Army and Air Force aircraft designation@pathogen transmission process@number of vertices@maximum glide ratio@genetic association@PubMed Health@YSO ID@RefSeq@has vertex figure@sockets supported@mode of inheritance@decreased expression in@NOC Occupation Code@Danemark Job Code (DISCO-08)@parity@binding energy@maximum operating altitude@number of faces@WALS genus code@GeoNames feature code@ICD-10-PCS@endangeredlanguages.com ID@decay mode@compressor type@electric charge@g-factor@phase point@MalaCards ID@gene insertion association with@gene duplication association with@increased expression in@maximum thrust@heat capacity@MGI gene symbol@NARA topical subject ID@magnetic moment@posttranslational modification association with@gene inversion association with@decay width@SBC-2010 occupation code@P133@takeoff roll@UNSPSC Code@consumption rate@neurological function@DSM V@WALS family code@side effect@deletion association with@magnetic ordering@electrical conductivity@NCBI Locus tag@time to altitude@gyromagnetic ratio@altered regulation leads to@gene substitution association with@emissivity@FSB speed@NARA specific records type ID@CNO-11 occupation code@ClinVar accession@EC classification@military designation@MusicBrainz instrument ID@symptoms@dual to@wing configuration@properties for this type@GOST 7.75-97 code@equivalent class@interaction@medical examinations@antiparticle@United States Navy aircraft designation@ISO 639-2 code@IETF language tag@Ethnologue.com code@wingspan@Open Food Facts food additive slug@has list@avionics@prevalence@Air Ministry specification ID@International Standard Industrial Classification code@language regulatory body@isospin quantum number@undercarriage@crystal system@has dialect@ISO 639-5 code@isospin z-component@indigenous to@SOC Occupation Code (2010)@wing area@has cause@afflicts@ISCO occupation code@range@coolant@German cattle breed ID@number of speakers@route of administration@OMIM ID@Open Food Facts food category slug@ISO 639-6 code@fracturing@GRAU index@field of this profession@MeSH ID@UNESCO language status@internetmedicin.se ID@number of cylinders@first flight@ICD-9@National Cancer Institute ID@general formula@WALS lect code@writing system@has quality@appointed by@introduced feature@drug used for treatment@term length of office@engine configuration@Universal Decimal Classification@organisation directed from the office@medical treatment@power output@Operational Requirement of the UK Air Ministry@including@proxy@crystal habit@officeholder@powerplant@OmegaWiki Defined Meaning@OpenStreetMap tag or key@GeneReviews ID@Chinese Library Classification@short name@MedlinePlus ID@ISO 639-1 code@Orphanet ID@ICD-10@Patientplus ID@UNESCO endangered language ID@applies to jurisdiction@NATO reporting name@manifestation of@twinning@contributing factor of@immediate cause of@regulates (molecular biology)@valvetrain configuration@takeoff and landing capability@SBFI occupation code@Artsy gene@ploidy@NALT id"
P815,"ITIS TSN",http://www.wikidata.org/entity/P815,String,336262,336254,0,0,88,0,336350,"Encyclopedia of Life ID@Global Biodiversity Information Facility ID@parent taxon@taxon rank@taxon name@World Register of Marine Species identifier@NCBI Taxonomy ID@FishBase species identifier@IUCN conservation status@BugGuide ID@Species Profile and Threats Database ID@ecoregion (WWF)@Xeno-canto species ID@pollenizer@natural reservoir of@Code of nomenclature@BioLib ID@MCN code@taxon range map image@this taxon is source of@Plazi ID@Dyntaxa ID@Fauna Europaea ID@Watson & Dallwitz family ID"
P1070,"PlantList-ID",http://www.wikidata.org/entity/P1070,String,332475,332470,0,0,1,0,332476,"IPNI plant ID@Tropicos taxon name identifier@NCBI Taxonomy ID@Global Biodiversity Information Facility ID@parent taxon@taxon rank@taxon name@Encyclopedia of Life ID@African Plant Database@GRIN URL@Flora of China ID@USDA PLANTS ID@GrassBase ID@Flora of North America taxon ID@taxon common name@CITES Species+ ID@conifers.org ID@VASCAN ID"
P960,"Tropicos taxon name identifier",http://www.wikidata.org/entity/P960,String,323077,323070,0,0,45,0,323122,"PlantList-ID@IPNI plant ID@NCBI Taxonomy ID@GRIN URL@Global Biodiversity Information Facility ID@parent taxon@taxon rank@taxon name@Encyclopedia of Life ID@African Plant Database@Flora of China ID@USDA PLANTS ID@GrassBase ID@Flora of North America taxon ID@VASCAN ID@conifers.org ID@CITES Species+ ID@taxon common name@basionym@this taxon is source of@Watson & Dallwitz family ID"
P269,"SUDOC authorities",http://www.wikidata.org/entity/P269,String,320120,319399,30,1,37,0,320158,"ISNI@BnF identifier@NTA identifier (Netherlands)@LCAuth identifier@languages spoken or written@GND identifier@VIAF identifier@place of death@place of birth@date of death@country of citizenship@occupation@date of birth@given name@sex or gender@Open Library identifier@CANTIC@employer@educated at@NLA (Australia) identifier@NUKAT (WarsawU) authorities@image@award received@BAV (Vatican Library) identifier@Perlentaucher ID@SELIBR@NKC identifier@PTBNP identifier@People Australia identifier@Freebase identifier@BNE identifier@Munzinger IBA@NLI (Israel) identifier@KLfG Kritisches Lexikon der fremdsprachigen Gegenwartsliteratur@monogram@Debrett's People of Today ID@Genius artist ID@Dharma Drum Buddhist College person ID@net profit@Norway Database for Statistics on Higher education publisher ID@AGORHA event identifier@central government debt as a percent of GDP@Norway Import Service and Registration Authority publisher code@Six Degrees of Francis Bacon ID@C-SPAN identifier of a person@GNS Unique Feature Identifier@Name Assigning Authority Number@Information Center for Israeli Art artist identifier@SFDb-identifier of group@RePEc Short-ID@Roman agnomen@personal best@KLG Kritisches Lexikon der Gegenwartsliteratur@EGAXA identifier@CERL ID@NLC authorities@CTHS person ID@SBN identifier@AGORHA person/institution ID@NLR (Romania) identifier@Musopen composer ID@NSK identifier@list of works@MacTutor id (biographies)@ULAN identifier@J. Paul Getty Museum artist id@National Library of Ireland authority@doctoral student@Librivox author ID@NILF author id@Project Gutenberg author ID@member of@Zentralblatt MATH author ID@Encyclopædia Britannica Online ID@Heidelberg Academy for Sciences and Humanities member ID@Delarge ID@work location@MoMA artist id@native language@Thyssen-Bornemisza artist id@Academic Tree ID@Mathematics Genealogy Project identifier@Erdős number@BioStor author identifier@NARA person ID@University of Barcelona authority ID@NLP identifier@RSL identifier (person)@NDL identifier@filmography@Helveticarchives ID@doctoral advisor@LAC identifier@NGA artist id@CESAR person ID@Association Authors of Switzerland ID@drives on the@Nupill Literatura Digital - Author@KDG Komponisten der Gegenwart@Stuttgart Database of Scientific Illustrators ID@Dictionary of Art Historians ID@archives at@Dialnet author ID@CALIS@art-name@Italian Chamber of Deputies ID@McCune-Reischauer romanization@PRDL Author ID@notable work@ComicBookDB ID@LNB identifier@patron@Artsy artist ID@SFDb person ID@gini coefficient@DBNL ID@official symbol@Elonet actor ID@AllMovie artist ID@signature@Human Development Index"
P276,"location",http://www.wikidata.org/entity/P276,Item,316329,314001,1032,5209,44,0,321582,"inventory number@located at street address@collection@creator@described at URL@postal code@Europeana ID@material used@Rijksmonument identifier@coordinate location@located in the administrative territorial entity@inception@located on street@handle@country@size of team at finish@BLDAM object ID@guest of honor@sourcing circumstances@workshop of@circle of@Palissy identifier@oath made by@torch lit by@Atlas ID@Kunstindeks Danmark artwork ID@depicts Iconclass notation@Bildindex der Kunst und Architektur ID@attendance@Aviation Safety Network accident description ID@size of team at start@RKDimages@MoMA artwork id@referee@record held@number of injured@number of matches played@Aviation Safety Network Wikibase Occurrence@curator@points/goal scored by@number of deaths@number of points/goals scored@coordinates of the point of view@Mapillary ID@(OBSOLETE) inscription (use P1684)@BBC Your Paintings artwork identifier@officially opened by@AGORHA work ID@has immediate cause@Flemish organization for Immovable Heritage relict ID@pendant of@number of survivors@Joconde ID"
P1435,"heritage status",http://www.wikidata.org/entity/P1435,Item,325058,317882,95447,86,0,0,325144,"Rijksmonument identifier@Europeana ID@National Heritage List for England number@NRHP reference number@located on street@Historic Scotland ID@coordinate location@Iranian National Heritage registration number@Mérimée identifier@image@country@located in the administrative territorial entity@located at street address@use@Cadw Building ID@PCP reference number@Slovene Cultural Heritage Register ID@architectural style@Canadian Register of Historic Places identifier@World Heritage Site id@Romania LMI code@Catalan object of cultural interest ID@cultural properties of Belarus reference number@DGO4 identifier@ASI Monument ID@code Bien de Interés Cultural@Czech cultural heritage ID@Palissy identifier@Glad identifier@Exceptional heritage of Wallonia identifier@Thai cultural heritage ID@Alberta Register of Historic Places identifier@Saskatchewan Register of Heritage Property identifier@Nova Scotia Register of Historic Places identifier@denkXweb identifier@PEI Register of Historic Places identifier@heritagefoundation.ca ID@uglybridges.com ID@RKD/ESD identifier (Slovenia)@bridgehunter.com ID@National Pipe Organ Register identifier@IGESPAR identifier@BLDAM object ID@Québec cultural heritage directory identifier@Berlin cultural heritage ID@EgliseInfo ID@Canmore ID@LfDS object ID@lostbridges.org ID@RAÄ-nummer@Rundata"
P364,"original language of work",http://www.wikidata.org/entity/P364,Item,275264,267903,32,166,49704,0,325134,"cast member@director@country of origin@publication date@title@IMDb identifier@genre@producer@composer@screenwriter@director of photography@AllMovie movie ID@production company@PubMed ID@AlloCiné movie ID@PMCID@narrative location@Rotten Tomatoes identifier@page@author@short author name (author name string; use if Wikidata item for author does not exist or is not known)@OCLC control number@issue@volume@filming location@MovieMeter movie ID@color@DOI@publisher@film editor@Box Office Mojo film ID@FilmAffinity identifier@Metacritic ID@SFDb movie ID@ISBN-13@Elonet movie ID@Danish National Filmography ID@ISBN-10@number of pages@PORT film ID@ISO 4 abbreviation@MPAA film rating@Biblioteca Nacional de Chile catalogue number@ADS bibcode@box office@JMDb film identifier@average shot length@DPLA ID@article ID@Z39.5 abbreviation@Scopus EID@bibcode@Bluebook abbreviation@Netflix identifier@Internet Archive identifier@FSK film rating@NMHH film rating@narrator@original network@aspect ratio@ambitus@executive producer@list of episodes@CODEN@duration@LCOC LCCN (bibliographic)@Norsk filmografi ID@production code@soundtrack album@set in period@ISFDB title ID@number of seasons@cover artist@NLM Unique ID@AlloCiné series ID@BAnQ ID@illustrator@first performance@Project Gutenberg ebook ID@theme music@based on@LibraryThing work identifier@working title@DLI identifier@ISFDB publication ID@reference URL@Wikisource index page@list of characters@SUDOC editions@characters@librettist@BiblioNet publication identifier@Anime News Network anime ID"
P69,"educated at",http://www.wikidata.org/entity/P69,Item,391845,307683,7138,1184,6,0,393035,"VIAF identifier@place of birth@date of birth@country of citizenship@occupation@given name@sex or gender@date of death@SUDOC authorities@ISNI@LCAuth identifier@member of political party@employer@BnF identifier@award received@Debrett's People of Today ID@NARA person ID@Masaryk University person ID@RePEc Short-ID@BBC News Democracy Live identifier@AGORHA event identifier@academic minor@dblp identifier@ACM Digital Library author identifier@C-SPAN identifier of a person@Politifact Personality Identifier@US Federal Election Commission identifier@Hansard (currents session) identifier@academic major@BioStor author identifier@PublicWhip identifier@drafted by@Italian Chamber of Deputies ID@position held@Journalisted ID@NTA identifier (Netherlands)@doctoral advisor@NASA biographical ID@CrunchBase person ID@astronaut mission@Erdős number@image@place of death@languages spoken or written@parliament.uk ID@Commonwealth War Graves Commission person identifier@McCune-Reischauer romanization@NLC authorities@Academic Tree ID@US Congress Bio identifier@doctoral student@doctoral thesis@NNDB people ID"
P244,"LCAuth identifier",http://www.wikidata.org/entity/P244,String,297916,297540,100,2,41,0,297959,"ISNI@NTA identifier (Netherlands)@GND identifier@SUDOC authorities@BnF identifier@VIAF identifier@place of death@languages spoken or written@place of birth@date of death@country of citizenship@occupation@date of birth@given name@sex or gender@Open Library identifier@NLA (Australia) identifier@Freebase identifier@image@NUKAT (WarsawU) authorities@CANTIC@educated at@employer@CERL ID@BAV (Vatican Library) identifier@SELIBR@Munzinger IBA@Perlentaucher ID@NKC identifier@NLI (Israel) identifier@PTBNP identifier@work location@BNE identifier@award received@People Australia identifier@EGAXA identifier@KLG Kritisches Lexikon der Gegenwartsliteratur@KLfG Kritisches Lexikon der fremdsprachigen Gegenwartsliteratur@NALT id@electronegativity@KDG Komponisten der Gegenwart@monogram@CPDL ID@Debrett's People of Today ID@Genius artist ID@flattening@NARA person ID@University of Barcelona authority ID@At the Circulating Library ID@Dharma Drum Buddhist College person ID@temple name@BBC News Democracy Live identifier@net profit@Norway Database for Statistics on Higher education publisher ID@heat capacity@Norway Import Service and Registration Authority publisher code@kinematic viscosity@ACM Digital Library author identifier@Six Degrees of Francis Bacon ID@C-SPAN identifier of a person@GNS Unique Feature Identifier@Name Assigning Authority Number@SFDb-identifier of group@RePEc Short-ID@Roman agnomen@personal best@fusion enthalpy@magnetic ordering@electrical conductivity@combustion enthalpy@NLP identifier@NSK identifier@NLC authorities@oxidation state@AllMovie artist ID@LAC identifier@NLR (Romania) identifier@torch lit by@NDL identifier@Librivox author ID@oath made by@SBN identifier@LNB identifier@CALIS@Musopen composer ID@NNDB people ID@SFDb person ID@Find a Grave grave ID@Project Gutenberg author ID@AlloCiné person ID@Academic Tree ID@Association Authors of Switzerland ID@Thyssen-Bornemisza artist id@J. Paul Getty Museum artist id@Encyclopædia Britannica Online ID@NCL identifier@NILF author id@ULAN identifier@posthumous name@MacTutor id (biographies)@Nupill Literatura Digital - Author@Heidelberg Academy for Sciences and Humanities member ID@list of works@doctoral student@NSZL identifier@highest judicial authority@filmography@RSL identifier (person)@National Library of Ireland authority@Commons Creator page@Zentralblatt MATH author ID@archives at@ISFDB author ID@BioStor author identifier@BMLO@Erdős number@IMSLP ID@Commons category@member of@Mathematics Genealogy Project identifier@US Federal Election Commission identifier@FAST-ID@US Congress Bio identifier@Dialnet author ID@ComicBookDB ID@NGA artist id@BiblioNet author identifier@doctoral advisor@gini coefficient@signature@MusicBrainz artist ID@described by source@Helveticarchives ID@patron@CiNii author identifier@central bank@Italian Chamber of Deputies ID@Commonwealth War Graves Commission person identifier@Scopus Affiliation ID@Elonet actor ID@MoMA artist id@Munzinger Pop identifier@Internet Broadway Database person ID@notable work@Human Development Index@element symbol@Sikart@AGORHA person/institution ID@lifestyle@Web Gallery of Art identifier@academic degree@OpenPlaques subject identifier@NDL editions@Theaterlexikon der Schweiz online ID@Stuttgart Database of Scientific Illustrators ID@BBC Things identifer@PORT person ID@RKDartists@professorship@represented by@British Museum person-institution@godparent@DBNL ID@student@student of@Fach@IMDb identifier@IPNI author ID"
P969,"located at street address",http://www.wikidata.org/entity/P969,String,290241,290040,488,1502,19,0,291762,"location@postal code@Rijksmonument identifier@Europeana ID@located on street@coordinate location@located in the administrative territorial entity@country@heritage status@SIGIC (institution)@PCP reference number@LfDS object ID@Flemish organization for Immovable Heritage relict ID@Mapillary ID@ISIL ID"
P685,"NCBI Taxonomy ID",http://www.wikidata.org/entity/P685,String,288734,288733,0,0,0,0,288734,"PlantList-ID@Tropicos taxon name identifier@IPNI plant ID@Encyclopedia of Life ID@Global Biodiversity Information Facility ID@parent taxon@taxon rank@taxon name@ITIS TSN@IUCN conservation status@GRIN URL@USDA PLANTS ID@Dyntaxa ID@main food source@Panarctic Flora ID@Refseq Genome ID@Agassiz et al checklist number@Bradley and Fletcher checklist number@pollination@Species Profile and Threats Database ID@ecoregion (WWF)@Xeno-canto species ID@pollenizer@natural reservoir of@Flora of North America taxon ID@Flora of China ID@Commons gallery@edibility@this taxon is source of@stipe character@FishBase species identifier@BugGuide ID@spore print color@taxon range map image@VASCAN ID@conifers.org ID@taxon common name@Watson & Dallwitz family ID@Code of nomenclature@MCN code@hymenium type@African Plant Database@mushroom ecological type@ICTV virus ID@hymenium attachment@mushroom cap shape@image@World Register of Marine Species identifier@CITES Species+ ID@BioLib ID"
P213,"ISNI",http://www.wikidata.org/entity/P213,String,276942,272428,35,5,14781,1,291729,"NTA identifier (Netherlands)@LCAuth identifier@SUDOC authorities@BnF identifier@GND identifier@languages spoken or written@VIAF identifier@place of death@place of birth@date of death@occupation@country of citizenship@Open Library identifier@date of birth@given name@CANTIC@sex or gender@NLA (Australia) identifier@NUKAT (WarsawU) authorities@educated at@employer@BAV (Vatican Library) identifier@CERL ID@image@People Australia identifier@NKC identifier@SELIBR@PTBNP identifier@Freebase identifier@award received@NLI (Israel) identifier@BNE identifier@NLP identifier@Perlentaucher ID@SBN identifier@ULAN identifier@Munzinger IBA@LNB identifier@EGAXA identifier@NSK identifier@Debrett's People of Today ID@Genius artist ID@University of Barcelona authority ID@At the Circulating Library ID@Dharma Drum Buddhist College person ID@temple name@ACM Digital Library author identifier@Six Degrees of Francis Bacon ID@street number@C-SPAN identifier of a person@GNS Unique Feature Identifier@SFDb-identifier of group@RePEc Short-ID@Roman agnomen@personal best@work location@KLfG Kritisches Lexikon der fremdsprachigen Gegenwartsliteratur@Librivox author ID@KLG Kritisches Lexikon der Gegenwartsliteratur@LAC identifier@NSZL identifier@NLR (Romania) identifier@monogram@Project Gutenberg author ID@Musopen composer ID@National Library of Ireland authority@KDG Komponisten der Gegenwart@BioStor author identifier@NILF author id@J. Paul Getty Museum artist id@Nupill Literatura Digital - Author@Thyssen-Bornemisza artist id@SFDb person ID@MacTutor id (biographies)@AllMovie artist ID@MusicBrainz artist ID@Encyclopædia Britannica Online ID@list of works@Heidelberg Academy for Sciences and Humanities member ID@NGA artist id@Association Authors of Switzerland ID@filmography@Commons Creator page@Dialnet author ID@doctoral student@NDL identifier@member of@AGORHA person/institution ID@RSL identifier (person)@MoMA artist id@NARA person ID@BiblioNet author identifier@PRDL Author ID@NNDB people ID@AlloCiné person ID@NLC authorities@IMSLP ID@NCL identifier@notable work@Academic Tree ID@Zentralblatt MATH author ID@described by source@BMLO@CTHS person ID@archives at@Stuttgart Database of Scientific Illustrators ID@ISFDB author ID@NDL editions@British Museum person-institution@RKDartists@Erdős number@Italian Chamber of Deputies ID@Masaryk University person ID@Scopus Affiliation ID@doctoral advisor@Helveticarchives ID@Delarge ID@Web Gallery of Art identifier@National Portrait Gallery (London) person identifier@ComicBookDB ID@represented by@Elonet actor ID@student of@OpenPlaques subject identifier@patron@DBNL ID@signature@Mathematics Genealogy Project identifier@CESAR person ID@Internet Broadway Database person ID@Righteous Among The Nations ID@Artsy artist ID@student@Oxford Biography Index Number@MovieMeter director ID@Munzinger Pop identifier@BBF identifier@Dictionary of Art Historians ID@Fach@National Gallery of Victoria artist identifier@IPNI author ID@Sikart@EMLO person identifier@BBC Things identifer@CALIS@PORT person ID@lifestyle@CPDL ID@Commons category@AllMusic artist ID@Theaterlexikon der Schweiz online ID"
